name,price,rating,reviews_count,source,brand,type,packaging,price_tier,id,scraped_at,image_url
Coffee Choco Hazelnut Ice 25g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 25.0, 'unit': 'g', 'display': '25g'}",low,,,
Mehmet Efendi Single Cup Turkish Coffee 6 Gm,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
ZX EXPRESS 1 sachets Instant Cappuccino Good Day coffee,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 1.0, 'unit': 'count', 'display': '1count'}",low,,,
Private Club Flavored Coffee - 50g Imported Made in Indonesia,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Ali Café 3 In 1 French Roast Instant Coffee 12 sachet...,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 12.0, 'unit': 'count', 'display': '12count'}",low,,,
Roasted Coffee Beans 100g (Mix of Arabica & Robusta) Coffee Beans  100gm,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
Rich & Aromatic Instant Coffee - 50g for Your Daily Boost!,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
bestle coffee mate 400gm,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Pure Roasted Coffee Beans Wayanad Kerala(100gm),0.0,0,0,daraz.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Private Club Caramel Flavored Coffee - 50G,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Green coffee beans whole 100 gm,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE MATE 400GM,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Date Seed Coffee 150g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 150.0, 'unit': 'g', 'display': '150g'}",low,,,
N.Cafe Gold Colombia 2 Gm,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Green Coffee Beans 57gm,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Classic Coffee Black Sealed Bottle Original & imported Quality 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Cafe Crown Latte Frothed Milk Coffee 17 Gm,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Klassno Pure Soluble Coffee In Granules 1.5 gr (Pack of 15),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Green Coffee Beans Your Natural Immunity Booster And Weight Loss,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Medium Roasted Coffee Beans 113gm,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Private Club - Flavored Coffee - Classic Cream - 50g (Imported & Halal)- Instant Coffee,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Naturewell Green Coffee Beans for Weight Loss (Unroasted)-100g,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
KLASSNO COFFEE ORGAINAL 3IN1,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
"Kalassno Classic Premium Coffee, 100 Pure instant Coffee, 50gm",0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
3 in 1 Original Coffee  17.5 Gm,0.0,0,0,daraz.pk,Unknown,coffee mix,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
"Alicafe 3-in-1 French Roast Instant Coffee 222g (12 Sachets, 18.5g Each) - Rich Flavor, Convenient Preparation",0.0,0,0,daraz.pk,Unknown,instant,"{'value': 222.0, 'unit': 'g', 'display': '222g'}",low,,,
Private Club - Flavored Coffee - Expresso - 50g (Imported & Halal),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
CAFEX 3 in 1 Hazelnut Coffee 18 gr,0.0,0,0,daraz.pk,Unknown,coffee mix,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Gold Instant Coffee 7 INTENSITY 100% PURE AND ORIGINOL 100G-GOLD 200GM COFFEE-GOLD 50GM COFFEE,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
Starbucks Vanilla Instant Coffee Sachets,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Instant Cappuccino 6 Sachets Coffee Good Day coffee,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 6.0, 'unit': 'count', 'display': '6count'}",low,,,
Coffee Copa Cafe Hot Chocolate Coffee ( 20 sachets),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 20.0, 'unit': 'count', 'display': '20count'}",low,,,
Pack Of 2 - Coffee Beaters & Egg Beaters,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Spresso Coffee Pods,0.0,0,0,daraz.pk,Unknown,capsule/pod,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Nescafyyyy Classic Double Filtered Coffee Granule Glass Bottle | 25 cups coffe inside | 50g | In best & orignal quality | Imported,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Private Club - Flavored Coffee - Caramel - 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
1 Sachet Good day cappuccino Instant Coffee Indonesia,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 1.0, 'unit': 'count', 'display': '1count'}",low,,,
Indo Cafe Coffee Special Blend - 50Gm- Instant Coffee (Imported & Halal) - For Keto Diet,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Coffee | Instant Coffee | BON AROMA Classic Instant Coffee 50g | In original & Imported | Best quality 100% Pure | 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
N.Cafe Gold Espresso Coffee 2 G,0.0,0,0,daraz.pk,Espresso,instant,"{'value': 2.0, 'unit': 'g', 'display': '2g'}",low,,,
Nescafe Coffee 3in1 30 Sachets,0.0,0,0,daraz.pk,Nescafe,instant,"{'value': 30.0, 'unit': 'count', 'display': '30count'}",low,,,
Coffee Sachet 2gm (PACK OF 60) Classic Original & Imported Quality Café,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Saudi Qahwa Lite Roasted Saudi Coffee | Ground Coffee Rich in Saffron & Ginger 100G,0.0,0,0,daraz.pk,Unknown,ground,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
"Alicafe 3-in-1 French Roast Instant Coffee 222g (12 Sachets, 18.5g Each) - Rich Flavor, Convenient Preparation| Imported | In best & original quality",0.0,0,0,daraz.pk,Unknown,instant,"{'value': 222.0, 'unit': 'g', 'display': '222g'}",low,,,
klassno classic coffee 100gram,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
Private Club - Flavored Coffee - Almond - 50g (Imported & Halal)- Instant Coffee,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
"Klassno Coffee, 100% Pure Instant Coffee, 50Gm",0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Private Club - Flavored Coffee - Hazelnut - 50g (Imported & Halal)- Instant Coffee,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Coffee arabic coffee with cardamom ( From Saudi Arab) 100 Gram,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
Qassim Mix For Coffee -125 gm,0.0,0,0,daraz.pk,Unknown,coffee mix,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE | COFFE MATE RICHER & CREAMER | IMPORTED AND ORIGINAL IN BEST QUALITY | 400GRAM,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 400.0, 'unit': 'g', 'display': '400g'}",low,,,
Private Club - Flavored Coffee - French Vanilla - 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Coffee Sachet 2gm Classic Orignal and Imported Quality (PACK OF 30),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Arabica Roasted Coffee Beans -100gm,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Klassno Coffee Sachet 15 Sachet in Pack (1.5g Each) Imported,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 5.0, 'unit': 'g', 'display': '5g'}",low,,,
Klassno Coffee Classic Soluble 1.5g (60 Sachet) (Imported),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 5.0, 'unit': 'g', 'display': '5g'}",low,,,
Private Club Caramel Flavored Coffee - 50G,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Bon Aroma Gold Coffee 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Private Club Hazelnut Flavored Coffee - 50G,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Coffee Sachet 2gm Classic (PACK OF 60) Orignal and Imported Quality,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Coffee Sachet Classic 2g Pack of 10 / Pack of 20 Sachets / Pack of 30 | Imported from Indonesia,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 2.0, 'unit': 'g', 'display': '2g'}",low,,,
Klassno Pure Soluble Coffee In Granules 1.5 gr (Pack of 30),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
N.Cafe Black Roast Coffee  50GM,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Copa Cafe Finest Quality Instant Coffee 45 & 85  Cups 90 & 170 g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 170.0, 'unit': 'g', 'display': '170g'}",low,,,
Espresso mattinata coffee 10 capsules (imported from france),0.0,0,0,daraz.pk,Espresso,capsule/pod,"{'value': 10.0, 'unit': 'count', 'display': '10count'}",low,,,
3 in 1 Coffee - 30 Sachet,0.0,0,0,daraz.pk,Unknown,coffee mix,"{'value': 30.0, 'unit': 'count', 'display': '30count'}",low,,,
Copa Cafe Finest Quality Instant Coffee 45 & 85 Cups 90 & 170 g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 170.0, 'unit': 'g', 'display': '170g'}",low,,,
AL MASNOON Arabic Qahwa/Arabic Coffee Rich with Cardamom & Saffron 50g (pack of 1) 100% Natural,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Private Club - Flavored Coffee - Hazelnut - 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Alicafe 3-in-1 French Roast Instant premix coffee 222 gm (18.5gm X 12 Sachets)(pack of 2p),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 12.0, 'unit': 'count', 'display': '12count'}",low,,,
Coffee Gold (100g) cafe Gold Sealed Bottle & Imported Quality From Russia,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
Private Club - Flavored Coffee - Clsssic Cream - 50g - Imported and Halal,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Private Club Flavored Coffee - Classic Cream - 50g (Imported & Halal)- Instant Coffee,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Kalassno Coffee Sachet 1.5Gm X 60Pc,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Private Club Flavored Coffee - Hazelnut - 50G (Imported & Halal) - Instant Coffee - For Keto Diet,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
N.Cafe Vanilla Latte Milk Coffee 14.5 Gm 1 Sachet,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 1.0, 'unit': 'count', 'display': '1count'}",low,,,
Instant Coffee 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Imtiaz Coffee Classic 170g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 170.0, 'unit': 'g', 'display': '170g'}",low,,,
Klassno Pure Soluble Coffee In Granules 1.5 gr (Pack of 60),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Pack of 5 Kopiko's Torabika Cappuccino 3 in 1 Coffee Choco Granule Sachet - 25gm,0.0,0,0,daraz.pk,Unknown,coffee mix,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Nescafe Classic Coffee Jar 50g,0.0,0,0,daraz.pk,Nescafe,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Nescafe Classic Coffee Jar 100g,0.0,0,0,daraz.pk,Nescafe,instant,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
Nescafe Classic Coffee Jar 200g,0.0,0,0,daraz.pk,Nescafe,instant,"{'value': 200.0, 'unit': 'g', 'display': '200g'}",low,,,
KLASSNO COFFEE 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Coffee Gold (100g)|café Gold Premium Quality & Imported Quality|In very cheap price|Fresh product|,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
Classic Coffee Black Sealed Bottle Original & imported Quality 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
D-Cafe Classic Coffee jar 70g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 70.0, 'unit': 'g', 'display': '70g'}",low,,,
Medium Roasted Coffee Beans 100 gm,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Green Coffee Beans 113gm,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Coffee Nescafee Gd 100G (Imported),0.0,0,0,daraz.pk,Nescafe,instant,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
"Alicafe 3-in-1 French Roast Instant Coffee 222g (12 Sachets, 18.5g Each) - Rich Flavor, Convenient Preparation| Imported | In best & original quality",0.0,0,0,daraz.pk,Unknown,instant,"{'value': 222.0, 'unit': 'g', 'display': '222g'}",low,,,
"Coffee Sachets, 2gm, Pack of 10,30 & 60 Sachets)",0.0,0,0,daraz.pk,Unknown,instant,"{'value': 60.0, 'unit': 'count', 'display': '60count'}",low,,,
Royal Cafe Classic Coffee jar 80g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 80.0, 'unit': 'g', 'display': '80g'}",low,,,
Private Club Espresso Coffee - 50G,0.0,0,0,daraz.pk,Espresso,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Roasted Coffee Beans 100g (Mix of Arabica & Robusta) Coffee Beans  100gm,0.0,0,0,daraz.pk,Unknown,beans,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
"Alicafe 3-in-1 French Roast Instant Coffee 222g (12 Sachets, 18.5g Each) - Rich Flavor, Convenient Preparation| Imported | In best & original quality",0.0,0,0,daraz.pk,Unknown,instant,"{'value': 222.0, 'unit': 'g', 'display': '222g'}",low,,,
Private Club Flavored Coffee - 50g Imported Made in Indonesia,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Nescafe Coffee 3in1 30 Sachets,0.0,0,0,daraz.pk,Nescafe,instant,"{'value': 30.0, 'unit': 'count', 'display': '30count'}",low,,,
Acorn Coffee 100g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 100.0, 'unit': 'g', 'display': '100g'}",low,,,
COFFEE MATE 400GM,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
bestle coffee mate 400gm,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Private Club - Flavored Coffee - Expresso - 50g (Imported & Halal)- Instant Coffee,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Coffee Choco Hazelnut Ice 25g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 25.0, 'unit': 'g', 'display': '25g'}",low,,,
Starbucks creamy vanilla coffee pods 10 ( imported from France),0.0,0,0,daraz.pk,Unknown,capsule/pod,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Coffee Gold (50g) cafe Gold Sealed Bottle long Expiry & Imported Quality from Russia,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Alicafe 3-in-1 French Roast Instant premix coffee 222 gm (18.5gm X 12 Sachets) with (Cream+Sugar+Choco Granules),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 12.0, 'unit': 'count', 'display': '12count'}",low,,,
Classic Coffee Black Sealed Bottle Original & imported Quality 50g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
"MultiCafe Classic Pure Instant coffee (25 Saches Box) for 25 Cups, 50 gm box (Expiry Date 2026)",0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Klassno Coffee Classic 1.5g (10 Sachet) (Imported),0.0,0,0,daraz.pk,Unknown,instant,"{'value': 5.0, 'unit': 'g', 'display': '5g'}",low,,,
Nescafyyyy Classic Double Filtered Coffee Granule Glass Bottle | 25 cups coffe inside | 50g | In best & orignal quality | Imported,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
ARABIC COFFEE (GAHWA) 120GM,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
"Roasted Coffee Beans, Strong Dark Roast, 50g ( From Saudi Arab ) 100% Pure n Natural Whole Beans,Black Coffee Arabica Coffee Beans, 50 Gram",0.0,0,0,daraz.pk,Unknown,beans,"{'value': 50.0, 'unit': 'g', 'display': '50g'}",low,,,
Coffee 3 in 1 Copa Cafe 18g (2 sachets),0.0,0,0,daraz.pk,Unknown,coffee mix,"{'value': 18.0, 'unit': 'g', 'display': '18g'}",low,,,
Date Seed Coffee 150g,0.0,0,0,daraz.pk,Unknown,instant,"{'value': 150.0, 'unit': 'g', 'display': '150g'}",low,,,
